source_id,gincdif,freehms,stflife,happy,trstprl
79404,2,3,10,10,8
79509,2,2,7,6,4
79511,3,4,8,8,2
79516,2,,,,4
79533,3,5,3,3,5
79556,2,2,10,10,3
79576,1,2,0,5,0
79646,1,3,5,5,0
79651,3,3,6,7,4
79796,5,3,9,9,0
79802,1,5,,7,4
79804,1,1,8,8,3
79808,3,5,4,4,1
79839,1,3,8,7,10
79844,1,4,7,8,3
79850,3,2,9,9,9
79864,2,3,9,10,5
79866,2,2,9,9,2
79909,2,4,8,7,5
79926,1,5,5,5,2
79972,2,2,4,4,3
79992,2,2,10,10,2
79998,1,5,5,5,3
80039,1,2,8,9,2
80041,2,3,10,10,4
80086,1,4,7,7,3
80092,2,4,9,9,3
80103,2,3,7,8,2
80150,3,5,9,9,4
80164,2,2,7,7,5
80173,1,2,8,9,2
80190,3,2,10,10,8
80207,2,4,9,9,5
80233,2,4,9,9,5
80244,2,2,8,8,5
80256,3,3,9,8,2
80281,2,2,,8,3
80307,3,3,5,8,2
80383,1,2,8,8,3
80395,3,2,5,5,4
80413,1,5,2,5,2
80459,1,2,7,7,3
80506,3,2,7,7,5
80513,1,1,5,10,6
80515,2,4,8,6,4
80592,2,1,8,8,2
80600,1,5,5,6,0
80647,4,1,8,8,5
80655,2,2,8,7,6
80685,1,2,7,6,3
80697,,2,10,9,5
80716,2,4,5,5,4
80734,2,2,6,6,5
80744,3,5,8,8,2
80763,1,2,9,9,4
80774,1,4,8,8,4
80793,2,4,6,7,2
80797,3,4,4,5,5
80824,1,2,,9,0
80826,4,3,7,7,4
80838,3,2,7,9,3
80863,1,4,7,10,4
80883,1,4,5,6,2
80884,2,3,7,7,5
80889,1,5,6,4,0
80900,1,3,10,10,7
80945,2,4,5,7,0
80983,2,4,7,7,3
81004,2,2,8,7,3
81180,2,3,3,7,5
81206,2,4,5,4,3
81214,1,5,9,10,0
81218,3,1,7,8,8
81232,2,2,9,8,4
81277,1,2,8,8,3
81283,3,4,5,4,2
81297,3,4,8,8,1
81309,4,2,9,9,7
81367,1,1,6,8,4
81381,2,3,8,10,7
81404,3,4,5,6,6
81408,1,3,10,10,5
81410,1,2,7,7,5
81445,4,2,5,8,5
81446,1,5,9,7,8
81456,2,2,6,5,2
81480,2,4,9,9,6
81482,1,1,6,7,5
81490,2,2,4,7,7
81500,3,2,7,7,3
81516,2,4,5,10,5
81518,3,2,6,8,5
81521,2,2,7,7,6
81591,2,3,9,9,0
81612,1,3,7,8,4
81627,3,4,6,3,5
81631,2,3,8,9,
81722,3,2,5,8,
81740,1,4,8,8,2
81743,2,4,5,5,5
81772,2,4,6,6,5
81787,3,2,8,6,5
81840,2,3,5,9,5
81876,4,3,5,7,5
81899,4,1,8,8,7
81902,1,2,8,8,1
81946,4,4,10,10,6
81997,1,2,8,8,3
82004,2,2,7,7,7
82010,1,4,7,7,1
82021,2,3,9,9,7
82049,2,3,8,8,4
82110,3,3,8,6,3
82118,3,2,8,8,3
82139,1,2,6,6,4
82141,3,3,8,9,3
82150,4,4,9,8,6
82151,4,2,8,8,5
82194,2,2,8,8,5
82210,3,1,10,10,7
82220,3,4,4,6,8
82227,2,1,7,7,4
82270,2,4,5,8,0
82317,1,4,10,8,6
82345,2,4,7,7,3
82363,2,5,10,10,2
82368,1,5,10,10,3
82373,1,3,8,8,3
82391,2,3,5,3,4
82399,1,1,9,9,4
82410,1,3,7,7,7
82419,1,3,8,8,1
82441,2,2,9,9,3
82454,1,5,9,9,0
82474,2,4,,10,3
82499,5,4,9,7,4
82511,1,1,8,8,5
82530,3,3,7,8,6
82557,2,2,9,6,6
82610,1,5,8,9,6
82613,4,3,8,8,5
82648,1,3,4,5,0
82684,2,3,4,5,8
82696,3,3,2,3,3
82716,2,5,7,7,3
82746,1,2,4,0,10
82754,2,2,6,8,6
82768,3,4,8,6,3
82769,2,3,7,,2
82775,4,2,7,5,8
82798,3,4,6,7,6
82833,2,4,5,3,3
82848,2,,5,5,3
82890,1,3,9,8,1
82900,2,4,6,9,4
82925,2,5,8,10,8
82946,4,4,9,9,8
82958,1,5,,7,9
83001,2,2,7,9,6
83025,2,5,6,6,7
83039,4,2,6,6,6
83085,2,4,6,6,7
83096,3,1,3,4,4
83098,1,,8,8,6
83113,1,2,5,6,1
83117,1,3,5,5,3
83121,2,1,8,8,8
83129,4,2,7,7,4
83195,3,2,5,5,5
83251,1,5,0,10,0
83263,2,1,6,6,8
83288,2,3,10,9,8
83302,1,3,3,7,4
83329,2,4,9,10,0
83344,1,3,4,6,6
83431,3,2,0,2,5
83479,2,1,8,9,8
83500,4,4,6,6,2
83549,1,2,8,10,9
83552,3,3,8,7,4
83561,2,2,4,2,0
83614,4,2,8,7,6
83616,2,4,6,6,2
83619,1,1,8,9,3
83638,2,3,8,9,0
83642,1,3,7,5,3
83650,2,2,7,7,2
83658,1,3,8,8,10
83666,1,5,2,1,1
83685,1,2,5,5,0
83771,1,5,5,5,0
83780,4,2,8,8,7
83797,2,4,5,4,2
83805,2,5,6,5,3
83830,2,2,8,8,3
83909,3,3,8,8,5
83976,2,3,8,8,0
83979,2,4,5,5,4
83991,1,2,3,7,1
83993,3,2,9,8,4
84005,3,3,5,5,4
84006,2,2,7,8,4
84042,2,4,4,9,0
84109,2,2,7,8,5
84148,2,2,8,8,6
84151,1,2,8,9,4
84191,3,3,8,9,6
84230,1,2,9,9,4
84238,2,3,8,9,1
84243,1,1,8,9,9
84285,2,1,5,7,4
84292,3,2,6,7,3
84303,2,2,9,8,3
84366,1,3,8,10,0
84377,1,1,9,8,4
84402,2,3,7,8,5
84435,2,3,9,9,7
84461,3,3,5,5,5
84477,2,3,8,6,5
84499,4,3,7,8,0
84510,2,4,8,3,5
84524,2,4,8,5,0
84545,2,4,8,9,2
84573,3,2,8,10,0
84577,3,2,7,6,7
84615,2,2,9,9,2
84631,3,4,9,8,5
84672,1,4,6,7,4
84676,1,2,7,7,4
84677,1,5,8,10,0
84726,1,2,9,9,7
84748,3,3,2,9,4
84803,2,5,10,10,4
84849,4,2,,5,3
84860,3,2,7,9,6
84881,2,2,9,10,8
84961,2,4,2,2,0
84965,1,2,8,10,7
85031,2,3,9,9,9
85035,1,3,4,4,7
85114,2,3,10,8,7
85118,4,3,9,8,3
85134,1,4,6,7,6
85179,3,5,5,5,0
85191,3,3,8,8,5
85230,1,4,7,5,8
85242,2,3,7,8,2
85255,2,5,9,9,7
85266,2,4,6,7,3
85274,4,2,8,9,8
85277,3,2,7,7,6
85323,1,4,10,9,7
85441,2,4,8,8,4
85458,2,3,8,8,4
85463,2,2,7,7,2
85559,4,1,8,7,6
85621,2,2,10,9,4
85624,1,4,8,8,9
85627,2,3,2,3,3
85629,2,4,7,7,8
85645,2,3,5,5,3
85678,4,4,9,7,2
85693,2,3,2,4,3
85698,1,2,6,7,3
85792,1,3,9,8,1
85806,3,3,10,7,7
85833,3,3,10,9,0
85835,2,3,7,7,1
85846,2,5,4,7,1
85847,1,4,6,8,0
85881,2,3,7,10,4
85906,2,2,8,7,7
85909,,5,7,8,5
85915,1,3,9,8,4
85916,2,4,6,5,1
85917,2,5,8,6,6
85922,2,4,7,10,5
85955,1,4,7,6,6
85972,3,1,9,10,6
85983,1,2,10,8,2
85985,2,3,8,8,3
86013,1,3,8,8,2
86014,2,2,6,8,2
86035,4,2,8,9,7
86040,1,4,0,,3
86111,2,4,8,5,5
86189,1,3,3,5,4
86252,2,2,10,10,3
86317,2,4,10,10,10
86394,2,2,7,8,4
86412,4,5,9,8,5
86426,4,5,5,10,0
